pcode3,beneficiarios,educacion_ben,nutricion_ben,proteccionGBV_ben,proteccionGeneral_ben,proteccionNNA_ben,salud_ben,seguridad_alimentaria_ben,wash_ben,org_count,estado,pcode1,municipio,pcode2,parroquia,fo,poblacion_2019,ham_2019_ambitos_ge,percent_pobre,pob_pobre,percent_urbana,area_km2,densidad_ppl_km2,razon_de_dependencia_total,razon_de_dependencia_de_menores_de_15_anos,percent_sin_agua_segura,percent_sin_saneamiento_mejorado,percent_analfabeto,promedio_de_personas_por_vivienda,percent_hogares_jefatura_femenina,percent_sin_servicio_electrico,ham_2019_x_violencia_envelope,ham_2019_x_mortalidad_y_salud_envelope,ham_2019_x_pobreza_envelope,promedio_de_edad,pob_menor_de_18,pob_18_y_mas,hogares_2019,matricula_total,pob_analfabeto,pob_sin_agua_segura,pob_sin_servicio_electrico,pob_sin_saneamiento_mejorado,pob_urbana,not_covered_pobre,coverage_percent,coverage_pobre_percent,percent_total_ben,org_present,pob_pobre_score,percent_pobre_score,poverty_score,gap_score
VE111404,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,MIRANDA,VE1114,GUZMAN GUILLERMO,Zulia,7651.913471402167,CIUD GRAND OCCIDENTE,0.5889790867591892,4506.817008346785,0,523.534201556,14.61588077466545,0.5841,0.4622,0.1207,0.3099,0.0928,3.85,0.3009,0.0132,0.1948885880728273,0.23483022299229658,0.3834623886806133,29.82,2642.6345131111816,5009.2789582909845,2051.5656551808906,1450,710.097570146121,923.5859559982415,101.0052578225086,2371.3279847875315,0,4506.817008346785,0,0,0,FALSE,0.023897832015120652,0.5659541033394334,0.294925967677277,0.2950127835862752
VE111405,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,MIRANDA,VE1114,MITARE,Zulia,1943.7755428128412,CIUD GRAND OCCIDENTE,0.999095371362245,1943.7755428128412,0,609.645847895,3.1883683773527807,0.5336,0.4,0.6294,0.6446999999999999,0.1465,3.58,0.22829999999999998,0.0197,0.1948885880728273,0.23483022299229658,0.3834623886806133,31.58,601.7294184941641,1342.0461243186771,548.4266156747992,499,284.76311702208125,1223.412326646402,38.29237819341297,1253.1520924514386,0,1943.7755428128412,0,0,0,FALSE,0.01017682771371982,1,0.5050884138568599,0.5051253841790266
VE111406,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,MIRANDA,VE1114,RIO SECO,Zulia,2691.1992890132697,CIUD GRAND OCCIDENTE,0.7017506117769046,1888.5507474786325,0,60.2672887408,44.65439453544507,0.5007,0.4313,0.1396,0.5530999999999999,0.17489999999999997,4.22,0.2011,0.011200000000000002,0.1948885880728273,0.23483022299229658,0.3834623886806133,28.07,965.372984395165,1725.8263046181046,637.2646203737409,929,470.6907556484208,375.69142074625245,30.141432036948625,1488.5023267532392,0,1888.5507474786325,0,0,0,FALSE,0.009881186903957579,0.6853056617430937,0.34759342432352563,0.34762932064343055
VE111407,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,MIRANDA,VE1114,SABANETA,Zulia,4874.245191148594,CIUD GRAND OCCIDENTE,0.9667178534851949,4712.019848547702,0,441.864095653,11.031095848476415,0.5395,0.41979999999999995,0.8086000000000001,0.5032,0.10949999999999999,3.74,0.2852,0.0346,0.1948885880728273,0.23483022299229658,0.3834623886806133,30.78,1626.3277393552903,3247.917451793304,1350.3376714239118,881,533.729848430771,3941.314661562754,168.64888361374136,2452.7201801859724,0,4712.019848547702,0,0,0,FALSE,0.024996366350564927,0.9657333070980351,0.4953648367243,0.49545564338261955
VE111501,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,MONSENOR ITURRIZA,VE1115,CHICHIRIVICHE,Zulia,11002.544404145077,CIUD MED Y PEQ OCCID,0.3581043357556984,3940.0588554689493,0.7424,150.609273617,73.05356529455544,0.5073,0.4188,0.027700000000000006,0.045200000000000004,0.0382,4.03,0.26649999999999996,0.0125,0.3199636663202684,0.0493852780201878,0.39954639394387476,29.39,3679.084248704663,7323.4601554404135,2804.194663212435,2605,420.29719623834194,304.7704799948187,137.53180505181348,497.31500706735756,8168.2889656373045,3940.0588554689493,0,0,0,FALSE,0.020863744912721492,0.3216081895638151,0.17123596723826828,0.17131176093279915
VE111502,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,MONSENOR ITURRIZA,VE1115,BOCA DE TOCUYO,Zulia,2185.4287046632126,CIUD MED Y PEQ OCCID,0.3326584470798168,727.0013190969198,0,10.4415254215,209.30166967397568,0.6032,0.4522,0.0023,0.0092,0.053899999999999997,4.2,0.33030000000000004,0.0023,0.3199636663202684,0.0493852780201878,0.39954639394387476,30.75,759.9930051813473,1425.4356994818654,525.4124870466321,294,117.79460718134715,5.026486020725389,5.026486020725389,20.105944082901555,0,727.0013190969198,0,0,0,FALSE,0.0036629399823085913,0.29467757504959763,0.14917025751595311,0.1491835642236063
VE111503,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,MONSENOR ITURRIZA,VE1115,TOCUYO DE LA COSTA,Zulia,9911.02689119171,CIUD MED Y PEQ OCCID,0.46030164474663704,4562.061979143693,0.6556000000000001,797.354725424,12.429884184760352,0.5648,0.45049999999999996,0.18379999999999996,0.08700000000000001,0.0727,4.01,0.3107,0.0092,0.3199636663202684,0.0493852780201878,0.39954639394387476,29.87,3487.5899481865285,6423.436943005181,2557.645751295337,2352,720.5316549896373,1821.6467426010358,91.18144739896373,862.2593395336788,6497.669229865286,4562.061979143693,0,0,0,FALSE,0.02419358083234754,0.42976854379164725,0.22698106231199738,0.2270689526156263
VE111701,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,PETIT,VE1117,CABURE,Zulia,8312.368378870673,RESTO,0.4469546352929061,3715.2515771984267,0.649,820.487332616,10.131013665217647,0.5371,0.4106,0.1649,0.22399999999999998,0.1018,4.07,0.3169,0.0139,0.19274478653987945,0.09173918709358703,0.46445865650718804,30.61,2765.288743169399,5547.079635701274,2060.4112204007283,1637,846.1991009690345,1370.7095456757738,115.54192046630234,1861.9705168670305,5394.727077887067,3715.2515771984267,0,0,0,FALSE,0.019660260039918834,0.41564275824355845,0.21765150914173864,0.2177229308232295
VE111702,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,PETIT,VE1117,COLINA,Zulia,4088.9968670309654,RESTO,0.6287134558168467,2570.8073510952972,0,241.622608141,16.9230723006053,0.609,0.4805,0.3676,0.4462,0.13,4.39,0.34090000000000004,0.0051,0.19274478653987945,0.09173918709358703,0.46445865650718804,29.1,1514.6615664845174,2574.3353005464483,939.4437887067395,1298,531.5695927140255,1503.1152483205829,20.853884021857926,1824.5104020692168,0,2570.8073510952972,0,0,0,FALSE,0.013533584229075845,0.6080069076131418,0.3107702459211088,0.31081941064936147
VE111801,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,PIRITU,VE1118,PIRITU,Zulia,9081.134738426797,RESTO,0.5467311859732494,4964.939565522957,0.3714,828.685195677,10.958485545295524,0.5233,0.3909,0.5332,0.414,0.0956,3.65,0.3018,0.0111,0.3067785373116834,0.08424660637078016,0.5582078754780876,31.58,2853.0856228829507,6228.049115543847,2527.7740873165226,2017,868.1564809936019,4842.061042529169,100.80059559653746,3759.589781708694,3372.7334418517125,4964.939565522957,0,0,0,FALSE,0.02635034855147466,0.5212411068867115,0.2737957277190931,0.27389145311629515
VE111802,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,PIRITU,VE1118,SAN JOSE DE LA COSTA,Zulia,3135.865261573203,RESTO,0.5914431566687844,1854.6860491928385,0,468.890658712,6.687839058656318,0.5589,0.44229999999999997,0.8365,0.3475,0.1092,3.98,0.3131,0.0088,0.3067785373116834,0.08424660637078016,0.5582078754780876,30.27,1105.8293187805798,2030.0359427926232,797.7604441098983,844,342.4364865637938,2623.1512913059846,27.59561430184419,1089.713178396688,0,1854.6860491928385,0,0,0,FALSE,0.009699895388742774,0.5685619476838241,0.2891309215362834,0.28916615926139705
VE111901,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,SAN FRANCISCO,VE1119,CAPITAL MIRIMIRE,Zulia,12812,RESTO,0.47361482558224566,6067.953145359731,0.4296,368.010134839,34.81425859536476,0.5461,0.4526,0.2441,0.2005,0.07139999999999999,4.45,0.2591,0.002,0.2771206172233564,0.0634362024679453,0.47361482558224566,28.92,4641.591296464188,8170.4087035358125,2982.884496826836,3450,914.7767999999999,3127.4092,25.624,2568.806,5504.035199999999,6067.953145359731,0,0,0,FALSE,0.03225522924769509,0.44385852687727123,0.23805687806248316,0.2381740546768853
VE112001,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,SILVA,VE1120,TUCACAS,Zulia,32284.800795203926,CIUD MED Y PEQ OCCID,0.42645068158233734,13767.875303864701,0.8228,491.953138289,65.62576449352393,0.5346,0.4767,0.08220000000000001,0.09129999999999999,0.0555,3.94,0.3354,0.0067,0.5689654647912079,0.10334900522106376,0.4428769688558159,26.66,11983.376013419067,20301.42478178486,8315.328673935328,8363,1791.8064441338179,2653.810625365763,216.3081653278663,2947.602312602118,26563.93409429379,13767.875303864701,0,0,0,FALSE,0.07347604696680626,0.3939424324883781,0.2337092397275922,0.2339761630954935
VE112002,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,SILVA,VE1120,BOCA DE AROA,Zulia,11499.199204796074,CIUD MED Y PEQ OCCID,0.4889949117650806,5623.049900518341,0.8223999999999999,343.996794191,33.42821618974532,0.5669,0.4993,0.2582,0.0964,0.076,4.06,0.359,0.0024,0.5689654647912079,0.10334900522106376,0.4428769688558159,26.65,4473.195290901749,7026.003913894325,2939.062032118784,1948,873.9391395645016,2969.093234678346,27.598078091510576,1108.5228033423416,9456.94142602429,5623.049900518341,0,0,0,FALSE,0.029873481071450044,0.46013601584459335,0.2450047484580217,0.24511327267111838
VE112101,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,SUCRE,VE1121,SUCRE,Zulia,4936.235426396817,RESTO,0.40577842679724546,2003.0178456241306,0.8625,180.811425659,27.30046183976379,0.527,0.42469999999999997,0.17220000000000002,0.1508,0.0405,4.18,0.3321,0.0019,0.23944667839609765,0.06788646788479216,0.518803505674962,29.51,1733.4836533471719,3202.751773049645,1200.4575332987372,1696,199.9175347690711,850.0197404255321,9.378847310153953,744.38430230064,4257.503055267255,2003.0178456241306,0,0,0,FALSE,0.010493975876412246,0.37206398556721915,0.1912789807218157,0.1913171031780343
VE112102,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,SUCRE,VE1121,PECAYA,Zulia,1704.764573603183,RESTO,0.8460735622366521,1442.3562355632923,0,616.850439126,2.7636594958392533,0.5787,0.3574,0.6126999999999999,0.5377,0.1104,3.28,0.2942,0.024300000000000002,0.23944667839609765,0.06788646788479216,0.518803505674962,35.65,482.480539699014,1222.2840339041688,519.2409617713198,233,188.2060089257914,1044.50925424667,41.42577913855735,916.6519112264314,0,1442.3562355632923,0,0,0,FALSE,0.007492526049430039,0.838049619476034,0.422771072762732,0.42279829156899285
VE112201,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,TOCOPERO,VE1122,TOCOPERO,Zulia,6268,RESTO,0.5737982437999113,3596.567392137844,0.7735,89.0084448658,70.42028438369418,0.5719,0.4355,0.45159999999999995,0.1743,0.061,4.19,0.2763,0.0015,0.2075849902983766,0.2215827423626954,0.5737982437999113,30.89,2097.6618952708827,4170.338104729118,1515.0411306396086,1542,382.348,2830.6287999999995,9.402000000000001,1092.5124,4848.298,3596.567392137844,0,0,0,FALSE,0.019024895284559615,0.5498874831107327,0.28445618919764615,0.2845253027296468
VE112301,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,UNION,VE1123,SANTA CRUZ DE BUCARAL,Zulia,11008.655044699872,RESTO,0.5982027085647148,6585.407265394075,0.8344,231.861719969,47.47939869579046,0.6344,0.5344,0.41720000000000007,0.20060000000000003,0.0951,4.34,0.3171,0.0371,0.32301446080946344,0.10130467484928428,0.5428802493992874,27.62,4306.970881226053,6701.684163473818,2642.9671775223496,2403,1046.923094750958,4592.810884648788,408.4211021583653,2208.3362019667948,9185.621769297573,6585.407265394075,0,0,0,FALSE,0.03502537179210754,0.5757159083380138,0.30537064006506065,0.3054978800376325
VE112302,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,UNION,VE1123,EL CHARAL,Zulia,3969.72030651341,RESTO,0.4268975129184591,1694.663725832478,0,295.088772181,13.452630803853436,0.665,0.5589,0.39319999999999994,0.3282,0.10310000000000001,4.31,0.2655,0.0382,0.32301446080946344,0.10130467484928428,0.5428802493992874,27.17,1614.8213282247764,2354.8989782886338,966.0823754789272,1397,409.2781636015326,1560.8940245210724,151.64331570881225,1302.862204597701,0,1694.663725832478,0,0,0,FALSE,0.00884323075156327,0.3944153356995509,0.2016292832255571,0.20166140886422138
VE112303,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,UNION,VE1123,LAS VEGAS DEL TUY,Zulia,3359.6246487867174,RESTO,0.4986470803702966,1675.2670222575798,0,488.849236476,6.8725169195424485,0.632,0.5523,0.48729999999999996,0.3526,0.13,4.03,0.2234,0.0801,0.32301446080946344,0.10130467484928428,0.5428802493992874,26.13,1368.9094508301405,1990.715197956577,848.9814814814815,1083,436.7512043422733,1637.1450913537672,269.1059343678161,1184.6036511621967,0,1675.2670222575798,0,0,0,FALSE,0.008739392301517464,0.47035137264522586,0.23954538247337168,0.23957713088830185
VE112402,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,URUMACO,VE1124,BRUZUAL,Zulia,2607.2684153790874,RESTO,0.6417622912944823,1673.2465522734171,0,418.409885883,6.231373835435996,0.4742,0.3577,0.6298,0.7674000000000001,0.1668,3.62,0.1643,0.038,0.17477433271089615,0.06522224378737632,0.5176490321828895,31.52,793.6633129716134,1813.605102407474,720.4886812791951,486,434.8923716852318,1642.0576480057493,99.07619978440532,2000.8177819619118,0,1673.2465522734171,0,0,0,FALSE,0.008728575903220228,0.6218171212230413,0.31527284856313076,0.3153045576843104
VE112501,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,ZAMORA,VE1125,PUERTO CUMAREBO,Zulia,30976.371695272508,CIUD MED Y PEQ OCCID,0.38917109241766934,12055.108411784973,0.9556999999999999,156.898137607,197.42982401016403,0.5084000000000001,0.4075,0.064,0.08650000000000001,0.045,4.11,0.3515,0.0029,0.09000422244478617,0.032430525162623076,0.44231466064631503,29.99,10148.773020174645,20827.598675097863,8024.972959951821,7159,1393.936726287263,1982.4877884974405,89.83147791629027,2679.456151641072,29604.118429171933,12055.108411784973,0,0,0,FALSE,0.06430690857808063,0.3544876404852339,0.20939727453165727,0.20963088830547305
VE112502,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,ZAMORA,VE1125,LA CIENEGA,Zulia,1140.2712436013248,CIUD MED Y PEQ OCCID,0.28667802531836095,326.8907084429395,0,3.17228853277,359.4475192978916,0.5649000000000001,0.4089,0.35450000000000004,0.16879999999999998,0.042800000000000005,3.92,0.3629,NA,0.09000422244478617,0.032430525162623076,0.44231466064631503,31.6,363.7381511592894,776.5330924420355,297.93026196928633,278,48.80360922613671,404.2261558566697,NA,192.4777859199036,0,326.8907084429395,0,0,0,FALSE,0.0015209850105907638,0.24601427114885457,0.12376762807972266,0.1237731535054677
VE112503,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,ZAMORA,VE1125,LA SOLEDAD,Zulia,3260.4817825956034,CIUD MED Y PEQ OCCID,0.5873495690229744,1915.0425698147872,0,72.8856951108,44.734179699309394,0.5197999999999999,0.40659999999999996,0.2414,0.33620000000000005,0.0735,3.84,0.22089999999999999,0.0085,0.09000422244478617,0.032430525162623076,0.44231466064631503,30.49,1061.3017765733211,2199.180006022282,884.2187292984039,452,239.64541102077683,787.0803023185787,27.71409515206263,1096.173975308642,0,1915.0425698147872,0,0,0,FALSE,0.010023008412939917,0.5642295059179382,0.28712625716543905,0.28716266869371976
VE112504,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,ZAMORA,VE1125,PUEBLO CUMAREBO,Zulia,2937.4248720264977,CIUD MED Y PEQ OCCID,0.6537242305577664,1920.2658142867676,0,152.208393148,19.298704961495055,0.5363,0.3824,0.6415,0.4282,0.0969,3.63,0.3107,0.0044,0.09000422244478617,0.032430525162623076,0.44231466064631503,32.69,887.8082505269497,2049.616621499548,829.1794037940379,1166,284.6364700993676,1884.3580554049981,12.924669436916592,1257.8053302017463,0,1920.2658142867676,0,0,0,FALSE,0.010050970566822737,0.6344770200084716,0.32226399528764715,0.32230050839668234
VE112505,0,0,0,0,0,0,0,0,0,0,FALCON,VE11,ZAMORA,VE1125,ZAZARIDA,Zulia,1421.450406504065,CIUD MED Y PEQ OCCID,0.9557194854610791,1358.5078511125068,0,348.824918183,4.074968078279161,0.5946,0.5086999999999999,0.6779000000000001,0.6040000000000001,0.0969,3.96,0.26170000000000004,0.0436,0.09000422244478617,0.032430525162623076,0.44231466064631503,27.57,558.7688045769347,862.6816019271305,358.9521228545619,291,137.7385443902439,963.6012305691058,61.97523772357724,858.5560455284555,0,1358.5078511125068,0,0,0,FALSE,0.007043651515332299,0.9540932023520099,0.4805684269336711,0.4805940150710629
VE120101,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,CAMAGUAN,VE1201,CAPITAL CAMAGUAN,Caracas,20754.793653396744,RESTO,0.4910451999116066,10191.541798656348,0.8551000000000001,1027.18499648,20.205507016282485,0.6028,0.5196000000000001,0.121,0.1928,0.0916,3.88,0.45539999999999997,0.031,0.21996956684640623,0.09656754371897804,0.5180899216285689,26.67,8155.06572096265,12599.727932434096,5475.399942601779,6012,1901.1390986511417,2511.330032061006,643.398603255299,4001.524216374892,17747.424053019557,10191.541798656348,0,0,0,FALSE,0.054330477896590276,0.4623059349392052,0.2583182064178977,0.25851557787075224
VE120102,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,CAMAGUAN,VE1201,PUERTO MIRANDA,Caracas,6947.702185232258,RESTO,0.5169670417572806,3591.733045710114,0.7787999999999999,179.263066941,38.75701952326254,0.5421,0.485,0.2551,0.2531,0.08349999999999999,3.75,0.4255,0.0103,0.21996956684640623,0.09656754371897804,0.5180899216285689,26.75,2673.357713910869,4274.3444713213885,1864.6638514206059,957,580.1331324668935,1772.358827452749,71.56133250789226,1758.4634230822844,5410.870461858882,3591.733045710114,0,0,0,FALSE,0.01899901506021626,0.48974027370946116,0.2543696443848387,0.25443866389930675
VE120103,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,CAMAGUAN,VE1201,UVERITO,Caracas,3069.5041613709977,RESTO,0.703497408852955,2159.3882239878594,0,217.631454423,14.104138436739696,0.6517000000000001,0.5445,0.42210000000000003,0.4382,0.1465,3.26,0.37939999999999996,0.0659,0.21996956684640623,0.09656754371897804,0.5180899216285689,27.4,1227.549341970399,1841.9548194005986,943.6864417203068,791,449.68235964085113,1295.6377065146983,202.28032423434874,1345.0567235127712,0,2159.3882239878594,0,0,0,FALSE,0.011331090165428801,0.6871543815614062,0.3492427358634175,0.3492838993836912
VE120201,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,CHAGUARAMAS,VE1202,CHAGUARAMAS,Caracas,17374,RESTO,0.5337818039988333,9273.925062675731,0.6838,2308.55500382,7.5259198811598536,0.5052,0.4372,0.3425,0.21580000000000002,0.1063,3.88,0.2953,0.0327,0.44402980860150393,0.10141238687962535,0.5337818039988333,27.93,6234.8621008792225,11139.137899120778,4577.324078358784,3736,1846.8562000000002,5950.595,568.1298,3749.3092,11880.341199999999,9273.925062675731,0,0,0,FALSE,0.049418101974960583,0.5075361497287053,0.27847712585183293,0.2786566516532197
VE120401,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,SAN GERONIMO,VE1204,CAPITAL SAN GERONIMO GUAYABAL,Caracas,15166.246263486093,RESTO,0.5764520574255168,8742.613862008615,0.4664,1853.85890655,8.180906437863829,0.6365,0.5497,0.5512,0.5369999999999999,0.1361,3.63,0.32899999999999996,0.14679999999999999,0.3567965753153706,0.1424264901878637,0.6349375675628394,26.43,6210.213797881817,8956.032465604276,4251.973968128279,3767,2064.126116460457,8359.634940433534,2226.4049514797584,8144.274243492031,7073.537257289913,8742.613862008615,0,0,0,FALSE,0.04657377683712391,0.5526961424055248,0.29963495962132436,0.2998041525744355
VE120402,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,SAN GERONIMO,VE1204,CAZORLA,Caracas,8872.753736513907,RESTO,0.7349071684250795,6520.650324634479,0,2173.84475895,4.081594925297049,0.6562,0.5611999999999999,0.7938,0.7504000000000001,0.24760000000000001,2.84,0.2929,0.34450000000000003,0.3567965753153706,0.1424264901878637,0.6349375675628394,27.23,3600.020488963674,5272.733247550233,3138.4183905770565,1525,2196.8938251608433,7043.191916044739,3056.663662229041,6658.114403880037,0,6520.650324634479,0,0,0,FALSE,0.03467870152763608,0.7203968490497943,0.3775377752887152,0.37766375587951073
VE120502,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,LEONARDO INFANTE,VE1205,ESPINO,Caracas,6452.007825360454,CIUD MED Y PEQ LLANO,0.9193723557511737,5931.797633726648,0,7553.77465536,0.8541435401150397,0.5177,0.4093,0.6153,0.5794,0.1775,2.61,0.18960000000000002,0.25129999999999997,0.47797833007954904,0.35465985674673667,0.4508378597722708,30.8,2141.1816625168544,4310.8261628436,2481.44195088056,1179,1145.2313890014805,3969.920414944287,1621.389566513082,3738.2933340138475,0,5931.797633726648,0,0,0,FALSE,0.031526333369146446,0.9156252772823107,0.47357580532572857,0.47369033401130517
VE120601,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,LAS MERCEDES,VE1206,CAPITAL LAS MERCEDES,Caracas,24695.44965934898,CIUD MED Y PEQ LLANO,0.4889854447302613,12075.71543449054,0.9611,2423.3364998,10.19068117918709,0.5418999999999999,0.4612,0.16490000000000002,0.1559,0.1012,4.11,0.496,0.0332,0.5386629050810853,0.10100791721467112,0.5433131769588145,28.14,8952.647691143073,15742.801968205906,6188.558364875095,5017,2499.1795055261164,4072.279648826647,819.8889286903861,3850.020601892506,23734.7966676003,12075.71543449054,0,0,0,FALSE,0.06441722635911709,0.4601259964238312,0.26227161139147415,0.262505625927101
VE120602,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,LAS MERCEDES,VE1206,CABRUTA,Caracas,14259.449053747161,CIUD MED Y PEQ LLANO,0.617625643695209,8807.00140055963,0.8946,2397.30692046,5.948111579726733,0.7142000000000001,0.6489,0.1459,0.2317,0.14859999999999998,4.48,0.3482,0.0332,0.5386629050810853,0.10100791721467112,0.5433131769588145,24.45,6322.385314155942,7937.063739591219,3199.339591218774,3245,2118.954129386828,2080.4536169417106,473.41370858440575,3303.9143457532173,12756.503123482209,8807.00140055963,0,0,0,FALSE,0.04691846954120041,0.5962721398533145,0.32159530469725744,0.3217657498480747
VE120603,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,LAS MERCEDES,VE1206,SANTA RITA DE MANAPIRE,Caracas,2350.1012869038605,CIUD MED Y PEQ LLANO,0.6633050021802892,1558.8339392336657,0,3194.01648766,0.7357824532163236,0.617,0.46990000000000004,0.33,0.4118,0.2155,3.01,0.3221,0.23879999999999998,0.5386629050810853,0.10100791721467112,0.5433131769588145,30.96,807.9645722937167,1542.1367146101436,780.4487509462527,429,506.44682732778193,775.533424678274,561.2041873126418,967.7717099470098,0,1558.8339392336657,0,0,0,FALSE,0.008116078611715856,0.644616813929659,0.3263664462706874,0.3263959303151702
VE120702,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,JULIAN MELLADO,VE1207,SOSA,Caracas,2156.2692669172934,CIUD MED Y PEQ LLANO,0.4696813660564569,1012.7594948712692,0,544.492471378,3.9601452366461802,0.5353,0.44310000000000005,0.3804,0.1824,0.0643,3.47,0.2838,0.0863,0.5966639802616588,0.12655105583841053,0.4746538517251109,29.2,757.9026171197224,1398.366649797571,630.7783762290342,192,138.64811386278197,820.2448291353385,186.08603773496242,393.30351428571436,0,1012.7594948712692,0,0,0,FALSE,0.0051927198207098735,0.4396955564443817,0.22244413813254577,0.22246300221574472
VE120802,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,FRANCISCO DE MIRANDA,VE1208,EL CALVARIO,Caracas,2266.669075337883,CIUD GRAND LLANOS,0.6124277708462285,1388.1710890552615,0,4992.43012315,0.4540211919696767,0.5008,0.39039999999999997,0.5579999999999999,0.35269999999999996,0.1458,2.83,0.2335,0.2147,0.4184181265113771,0.10661663650885969,0.45470236026340655,30.52,747.6119363040278,1519.057139033855,800.2959989294794,NA,330.4803511842634,1264.8013440385387,486.6538504750435,799.4541828716713,0,1388.1710890552615,0,0,0,FALSE,0.007202450903043814,0.5907709796551842,0.298986715279114,0.2990128803020235
VE120804,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,FRANCISCO DE MIRANDA,VE1208,GUARDATINAJAS,Caracas,6605.577947276863,CIUD GRAND LLANOS,0.6383682751011918,4216.791400249602,0.6015999999999999,2585.17238429,2.555178906992324,0.542,0.4539,0.39010000000000006,0.33340000000000003,0.1259,3.5,0.2821,0.07730000000000001,0.4184181265113771,0.10661663650885969,0.45470236026340655,28.78,2362.002141041081,4243.575806235782,1901.643784290111,1878,831.642263562157,2576.8359572327045,510.6111753245015,2202.2996876221064,3973.91569308176,4216.791400249602,0,0,0,FALSE,0.02234520687435305,0.6182250697556798,0.3202851383150164,0.3203663138561836
VE120902,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,JOSE TADEO MONAGAS,VE1209,LEZAMA,Caracas,6877.36524095012,CIUD MED Y PEQ LLANO,0.6797052089142573,4674.580977879653,0.4855,1094.95063026,6.280982037808466,0.6082,0.5179,0.3956,0.42560000000000003,0.1206,3.36,0.2869,0.0892,0.3855370083140725,0.10374468206721463,0.47331426437999913,27.7,2701.418004533323,4175.947236416798,2061.575396665728,1456,829.4102480585844,2720.6856893198674,613.4609794927508,2927.0066465483715,3338.960824481283,4674.580977879653,0,0,0,FALSE,0.0247959408356508,0.6619739458078864,0.3433849433217686,0.343475021875411
VE120903,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,JOSE TADEO MONAGAS,VE1209,LIBERTAD DE ORITUCO,Caracas,1326.1963679770383,CIUD MED Y PEQ LLANO,0.5381319582439809,713.6686485155386,0,406.609851771,3.261594283071979,0.5841,0.4955,0.48349999999999993,0.35730000000000006,0.2076,3.14,0.3383,0.09609999999999999,0.3855370083140725,0.10374468206721463,0.47331426437999913,28.29,497.7950348046513,828.401333172387,423.6286028514331,152,275.3183659920332,641.2159439168979,127.44747096259337,473.8499622781959,0,713.6686485155386,0,0,0,FALSE,0.003591564769360883,0.5121401283338815,0.25786584655162115,0.2578788939678044
VE120904,0,0,0,0,0,0,0,0,0,0,GUARICO,VE12,JOSE TADEO MONAGAS,VE1209,PASO REAL DE MACAIRA,Caracas,5922.001032739173,CIUD MED Y PEQ LLANO,0.5043387049194302,2986.6943313832026,0,513.497503082,11.532677368819638,0.6301,0.5390999999999999,0.1789,0.12440000000000001,0.09960000000000001,3.72,0.3431,0.0239,0.3855370083140725,0.10374468206721463,0.47331426437999913,27.38,2343.156426454217,3578.8446062849553,1606.5203395968294,1393,589.8313028608217,1059.445984757038,141.53582468246623,736.6969284727531,0,2986.6943313832026,0,0,0,FALSE,0.01575999652952537,0.47637509414478807,0.24606754533715672,0.2461247981634237
